ancestor_concept_code,descendant_concept_code,level_of_separation
D000970,D000067856,1
D000067856,D000067856,0
D020228,D000074322,3
D020228,D000082082,4
D045506,D000074322,2
D045506,D000082082,3
D000970,D000074322,1
D000970,D000082082,2
D000074322,D000074322,0
D000074322,D000082082,1
D000082082,D000082082,0
D020228,D000091203,3
D045506,D000091203,2
D000970,D000091203,1
D020228,D000903,3
D045506,D000903,2
D000970,D000903,1
D000903,D000903,0
D020228,D000972,3
D045506,D000972,2
D000970,D000972,1
D000972,D000972,0
D020228,D018931,3
D045506,D018931,2
D000970,D018931,1
D018931,D018931,0
D020228,D019653,3
D045506,D019653,2
D000970,D019653,1
D020228,D020533,3
D045506,D020533,2
D000970,D020533,1
D020228,D050256,3
D020228,D050257,4
D045506,D050256,2
D045506,D050257,3
D000970,D050256,1
D000970,D050257,2
D050256,D050256,0
D050256,D050257,1
D050257,D050257,0
D020228,D059003,3
D020228,D059004,4
D045506,D059003,2
D045506,D059004,3
D000970,D059003,1
D000970,D059004,2
D059003,D059003,0
D059003,D059004,1
D059004,D059004,0
D020228,D059005,4
D045506,D059005,3
D000970,D059005,2
D059003,D059005,1
D059005,D059005,0
D020228,D002491,2
D020228,D002492,3
D020228,D006993,4
D020228,D000068776,5
D020228,D000068796,6
D045506,D002491,1
D045506,D002492,2
D045506,D006993,3
D045506,D000068776,4
D045506,D000068796,5
D002491,D002491,0
D002491,D002492,1
D002491,D006993,2
D002491,D000068776,3
D002491,D000068796,4
D020228,D009294,4
D020228,D000701,5
D045506,D009294,3
D045506,D000701,4
D002491,D009294,2
D002491,D000701,3
D020228,D000777,4
D020228,D018681,5
D020228,D018686,6
D020228,D000778,7
D045506,D000777,3
D045506,D018681,4
D045506,D018686,5
D045506,D000778,6
D002491,D000777,2
D002491,D018681,3
D002491,D018686,4
D002491,D000778,5
D020228,D018685,6
D045506,D018685,5
D002491,D018685,4
D020228,D000779,5
D045506,D000779,4
D002491,D000779,3
D020228,D019162,5
D045506,D019162,4
D002491,D019162,3
D020228,D014149,4
D020228,D014150,5
D045506,D014149,3
D045506,D014150,4
D002491,D014149,2
D002491,D014150,3
D020228,D014151,5
D045506,D014151,4
D002491,D014151,3
D020228,D018692,5
D045506,D018692,4
D002491,D018692,3
D020228,D000700,3
D020228,D000077221,4
D045506,D000700,2
D045506,D000077221,3
D002491,D000700,1
D002491,D000077221,2
D020228,D018712,4
D020228,D000894,5
D020228,D016861,6
D020228,D052246,7
D045506,D018712,3
D045506,D000894,4
D045506,D016861,5
D045506,D052246,6
D002491,D018712,2
D002491,D000894,3
D002491,D016861,4
D002491,D052246,5
D020228,D057133,4
D045506,D057133,3
D002491,D057133,2
D020228,D059846,4
D045506,D059846,3
D002491,D059846,2
D020228,D000427,3
D045506,D000427,2
D002491,D000427,1
D000427,D000427,0
D020228,D000697,3
D020228,D001046,4
D045506,D000697,2
D045506,D001046,3
D002491,D000697,1
D002491,D001046,2
D020228,D003292,4
D045506,D003292,3
D002491,D003292,2
D020228,D019167,4
D045506,D019167,3
D002491,D019167,2
D020228,D064690,4
D045506,D064690,3
D002491,D064690,2
D020228,D000759,3
D045506,D000759,2
D002491,D000759,1
D000759,D000759,0
D020228,D000927,3
D045506,D000927,2
D002491,D000927,1
D000927,D000927,0
D020228,D011619,3
D020228,D000928,4
D020228,D000929,5
D045506,D011619,2
D045506,D000928,3
D045506,D000929,4
D002491,D011619,1
D002491,D000928,2
D002491,D000929,3
D011619,D011619,0
D011619,D000928,1
D011619,D000929,2
D000928,D000928,0
D000928,D000929,1
D000929,D000929,0
D020228,D018687,5
D045506,D018687,4
D002491,D018687,3
D011619,D018687,2
D000928,D018687,1
D018687,D018687,0
D020228,D006213,4
D045506,D006213,3
D002491,D006213,2
D011619,D006213,1
D011619,D014149,1
D011619,D014150,2
D011619,D014151,2
D011619,D018692,2
D020228,D000932,3
D045506,D000932,2
D002491,D000932,1
D020228,D018726,3
D020228,D000978,4
D020228,D065098,5
D045506,D018726,2
D045506,D000978,3
D045506,D065098,4
D002491,D018726,1
D002491,D000978,2
D002491,D065098,3
D018726,D018726,0
D018726,D000978,1
D018726,D065098,2
D000978,D000978,0
D000978,D065098,1
D065098,D065098,0
D020228,D065105,5
D045506,D065105,4
D002491,D065105,3
D018726,D065105,2
D000978,D065105,1
D065105,D065105,0
D020228,D000996,3
D045506,D000996,2
D002491,D000996,1
D000996,D000996,0
D020228,D004639,3
D045506,D004639,2
D002491,D004639,1
D020228,D009125,3
D045506,D009125,2
D002491,D009125,1
D020228,D009292,3
D045506,D009292,2
D002491,D009292,1
D045506,D018696,2
D002491,D018696,1
D020228,D018697,3
D045506,D018697,2
D002491,D018697,1
D018697,D018697,0
D020228,D005765,2
D020228,D000074268,3
D045506,D005765,1
D045506,D000074268,2
D005765,D005765,0
D005765,D000074268,1
D000074268,D000074268,0
D020228,D000863,3
D045506,D000863,2
D005765,D000863,1
D000863,D000863,0
D020228,D000897,3
D045506,D000897,2
D005765,D000897,1
D000897,D000897,0
D020228,D000930,3
D045506,D000930,2
D005765,D000930,1
D000930,D000930,0
D005765,D000932,1
D020228,D002400,3
D045506,D002400,2
D005765,D002400,1
D002400,D002400,0
D020228,D002756,3
D045506,D002756,2
D005765,D002756,1
D002756,D002756,0
D005765,D004639,1
D020228,D008082,3
D020228,D058867,4
D045506,D008082,2
D045506,D058867,3
D005765,D008082,1
D005765,D058867,2
D008082,D008082,0
D008082,D058867,1
D058867,D058867,0
D020228,D054368,3
D045506,D054368,2
D005765,D054368,1
D054368,D054368,0
D020228,D000077444,2
D045506,D000077444,1
D000077444,D000077444,0
D020228,D000893,2
D020228,D000079424,3
D045506,D000893,1
D045506,D000079424,2
D000893,D000893,0
D000893,D000079424,1
D000079424,D000079424,0
D045506,D000082142,2
D000893,D000082142,1
D020228,D000088962,3
D045506,D000088962,2
D000893,D000088962,1
D000088962,D000088962,0
D020228,D000894,3
D020228,D016861,4
D020228,D052246,5
D045506,D000894,2
D045506,D016861,3
D045506,D052246,4
D000893,D000894,1
D000893,D016861,2
D000893,D052246,3
D020228,D018926,2
D045506,D018926,1
D018926,D018926,0
D018926,D000082142,1
D020228,D000890,2
D020228,D000998,3
D020228,D000084762,4
D020228,D000085683,5
D045506,D000890,1
D045506,D000998,2
D045506,D000084762,3
D045506,D000085683,4
D000890,D000890,0
D000890,D000998,1
D000890,D000084762,2
D000890,D000085683,3
D000998,D000998,0
D000998,D000084762,1
D000998,D000085683,2
D000084762,D000084762,0
D000084762,D000085683,1
D000085683,D000085683,0
D020228,D000088802,5
D045506,D000088802,4
D000890,D000088802,3
D000998,D000088802,2
D000084762,D000088802,1
D000088802,D000088802,0
D020228,D017320,5
D045506,D017320,4
D000890,D017320,3
D000998,D017320,2
D000084762,D017320,1
D017320,D017320,0
D020228,D044966,4
D020228,D019380,5
D020228,D017320,6
D045506,D044966,3
D045506,D019380,4
D045506,D017320,5
D000890,D044966,2
D000890,D019380,3
D000890,D017320,4
D000998,D044966,1
D000998,D019380,2
D000998,D017320,3
D044966,D044966,0
D044966,D019380,1
D044966,D017320,2
D019380,D019380,0
D019380,D017320,1
D020228,D019428,6
D045506,D019428,5
D000890,D019428,4
D000998,D019428,3
D044966,D019428,2
D019380,D019428,1
D019428,D019428,0
D020228,D023581,6
D045506,D023581,5
D000890,D023581,4
D000998,D023581,3
D044966,D023581,2
D019380,D023581,1
D023581,D023581,0
D020228,D065100,6
D045506,D065100,5
D000890,D065100,4
D000998,D065100,3
D044966,D065100,2
D019380,D065100,1
D065100,D065100,0
D020228,D018894,4
D045506,D018894,3
D000890,D018894,2
D000998,D018894,1
D018894,D018894,0
D020228,D065147,4
D020228,D023581,5
D045506,D065147,3
D045506,D023581,4
D000890,D065147,2
D000890,D023581,3
D000998,D065147,1
D000998,D023581,2
D065147,D065147,0
D065147,D023581,1
D020228,D000977,3
D020228,D000981,4
D020228,D000563,5
D045506,D000977,2
D045506,D000981,3
D045506,D000563,4
D000890,D000977,1
D000890,D000981,2
D000890,D000563,3
D000977,D000977,0
D000977,D000981,1
D000977,D000563,2
D000981,D000981,0
D000981,D000563,1
D000563,D000563,0
D020228,D000962,5
D045506,D000962,4
D000890,D000962,3
D000977,D000962,2
D000981,D000962,1
D000962,D000962,0
D020228,D000994,5
D045506,D000994,4
D000890,D000994,3
D000977,D000994,2
D000981,D000994,1
D000994,D000994,0
D020228,D003049,5
D045506,D003049,4
D000890,D003049,3
D000977,D003049,2
D000981,D003049,1
D003049,D003049,0
D020228,D014344,5
D045506,D014344,4
D000890,D014344,3
D000977,D014344,2
D000981,D014344,1
D014344,D014344,0
D020228,D000871,4
D020228,D000980,5
D020228,D000923,6
D045506,D000871,3
D045506,D000980,4
D045506,D000923,5
D000890,D000871,2
D000890,D000980,3
D000890,D000923,4
D000977,D000871,1
D000977,D000980,2
D000977,D000923,3
D000871,D000871,0
D000871,D000980,1
D000871,D000923,2
D000980,D000980,0
D000980,D000923,1
D000923,D000923,0
D020228,D012556,6
D045506,D012556,5
D000890,D012556,4
D000977,D012556,3
D000871,D012556,2
D000980,D012556,1
D012556,D012556,0
D020228,D000969,5
D020228,D005369,6
D045506,D000969,4
D045506,D005369,5
D000890,D000969,3
D000890,D005369,4
D000977,D000969,2
D000977,D005369,3
D000871,D000969,1
D000871,D005369,2
D000969,D000969,0
D000969,D005369,1
D005369,D005369,0
D020228,D000891,3
D045506,D000891,2
D000890,D000891,1
D000891,D000891,0
D020228,D000892,3
D045506,D000892,2
D000890,D000892,1
D000892,D000892,0
D020228,D000900,3
D020228,D000995,4
D020228,D000904,5
D045506,D000900,2
D045506,D000995,3
D045506,D000904,4
D000890,D000900,1
D000890,D000995,2
D000890,D000904,3
D000900,D000900,0
D000900,D000995,1
D000900,D000904,2
D000995,D000995,0
D000995,D000904,1
D000904,D000904,0
D020228,D000993,4
D045506,D000993,3
D000890,D000993,2
D000900,D000993,1
D000993,D000993,0
D020228,D007917,4
D045506,D007917,3
D000890,D007917,2
D000900,D007917,1
D007917,D007917,0
D020228,D065093,4
D045506,D065093,3
D000890,D065093,2
D000900,D065093,1
D065093,D065093,0
D020228,D000935,3
D045506,D000935,2
D000890,D000935,1
D000935,D000935,0
D020228,D000089162,2
D020228,D012076,3
D045506,D000089162,1
D045506,D012076,2
D000089162,D000089162,0
D000089162,D012076,1
D012076,D012076,0
D020228,D064804,3
D045506,D064804,2
D000089162,D064804,1
D064804,D064804,0
D020228,D000089322,2
D045506,D000089322,1
D000089322,D000089322,0
D020228,D000089502,2
D045506,D000089502,1
D000089502,D000089502,0
D020228,D006401,2
D020228,D003029,3
D020228,D006490,4
D020228,D000089964,5
D045506,D006401,1
D045506,D003029,2
D045506,D006490,3
D045506,D000089964,4
D006401,D006401,0
D006401,D003029,1
D006401,D006490,2
D006401,D000089964,3
D003029,D003029,0
D003029,D006490,1
D003029,D000089964,2
D006490,D006490,0
D006490,D000089964,1
D000089964,D000089964,0
D020228,D000933,5
D045506,D000933,4
D006401,D000933,3
D003029,D000933,2
D006490,D000933,1
D000933,D000933,0
D020228,D000373,4
D020228,D006388,5
D045506,D000373,3
D045506,D006388,4
D006401,D000373,2
D006401,D006388,3
D003029,D000373,1
D003029,D006388,2
D020228,D006494,4
D045506,D006494,3
D006401,D006494,2
D003029,D006494,1
D006494,D006494,0
D020228,D000925,3
D020228,D000991,4
D020228,D065427,5
D045506,D000925,2
D045506,D000991,3
D045506,D065427,4
D006401,D000925,1
D006401,D000991,2
D006401,D065427,3
D000925,D000925,0
D000925,D000991,1
D000925,D065427,2
D000991,D000991,0
D000991,D065427,1
D065427,D065427,0
D020228,D000986,3
D045506,D000986,2
D006401,D000986,1
D000986,D000986,0
D020228,D001802,3
D020228,D010952,4
D045506,D001802,2
D045506,D010952,3
D006401,D001802,1
D006401,D010952,2
D001802,D001802,0
D001802,D010952,1
D010952,D010952,0
D020228,D005343,3
D045506,D005343,2
D006401,D005343,1
D005343,D005343,0
D020228,D006397,3
D045506,D006397,2
D006401,D006397,1
D006397,D006397,0
D020228,D010975,3
D045506,D010975,2
D006401,D010975,1
D010975,D010975,0
D020228,D057847,2
D020228,D000960,3
D020228,D000924,4
D020228,D000091362,5
D045506,D057847,1
D045506,D000960,2
D045506,D000924,3
D045506,D000091362,4
D057847,D057847,0
D057847,D000960,1
D057847,D000924,2
D057847,D000091362,3
D000960,D000960,0
D000960,D000924,1
D000960,D000091362,2
D000924,D000924,0
D000924,D000091362,1
D000091362,D000091362,0
D020228,D019161,5
D045506,D019161,4
D057847,D019161,3
D000960,D019161,2
D000924,D019161,1
D019161,D019161,0
D020228,D008082,4
D020228,D058867,5
D045506,D008082,3
D045506,D058867,4
D057847,D008082,2
D057847,D058867,3
D000960,D008082,1
D000960,D058867,2
D020228,D054872,4
D045506,D054872,3
D057847,D054872,2
D000960,D054872,1
D054872,D054872,0
D020228,D002317,2
D020228,D000889,3
D045506,D002317,1
D045506,D000889,2
D002317,D002317,0
D002317,D000889,1
D000889,D000889,0
D020228,D000959,3
D045506,D000959,2
D002317,D000959,1
D000959,D000959,0
D020228,D014662,3
D020228,D002120,4
D045506,D014662,2
D045506,D002120,3
D002317,D014662,1
D002317,D002120,2
D014662,D014662,0
D014662,D002120,1
D020228,D014663,4
D045506,D014663,3
D002317,D014663,2
D014662,D014663,1
D014663,D014663,0
D045506,D002121,2
D002317,D002121,1
D020228,D045283,3
D020228,D004232,4
D020228,D004234,5
D045506,D045283,2
D045506,D004232,3
D045506,D004234,4
D002317,D045283,1
D002317,D004232,2
D002317,D004234,3
D020228,D049993,5
D045506,D049993,4
D002317,D049993,3
D020228,D049994,5
D045506,D049994,4
D002317,D049994,3
D020228,D062865,5
D020228,D062686,6
D045506,D062865,4
D045506,D062686,5
D002317,D062865,3
D002317,D062686,4
D020228,D050034,4
D045506,D050034,3
D002317,D050034,2
D020228,D065067,4
D045506,D065067,3
D002317,D065067,2
D020228,D065092,4
D045506,D065092,3
D002317,D065092,2
D002317,D005343,1
D020228,D014665,3
D020228,D045462,4
D045506,D014665,2
D045506,D045462,3
D002317,D014665,1
D002317,D045462,2
D014665,D014665,0
D014665,D045462,1
D045462,D045462,0
D020228,D020030,3
D045506,D020030,2
D002317,D020030,1
D020030,D020030,0
D020228,D026902,3
D045506,D026902,2
D002317,D026902,1
D026902,D026902,0
D020228,D026941,3
D020228,D061567,4
D045506,D026941,2
D045506,D061567,3
D002317,D026941,1
D002317,D061567,2
D026941,D026941,0
D026941,D061567,1
D061567,D061567,0
D020228,D062646,4
D045506,D062646,3
D002317,D062646,2
D026941,D062646,1
D062646,D062646,0
D020228,D062686,4
D045506,D062686,3
D002317,D062686,2
D026941,D062686,1
D020228,D018501,2
D045506,D018501,1
D018501,D018501,0
D018501,D000894,1
D018501,D016861,2
D018501,D052246,3
D020228,D006074,3
D020228,D014528,4
D045506,D006074,2
D045506,D014528,3
D018501,D006074,1
D018501,D014528,2
D006074,D006074,0
D006074,D014528,1
D014528,D014528,0
D020228,D003879,2
D020228,D000982,3
D045506,D003879,1
D045506,D000982,2
D003879,D003879,0
D003879,D000982,1
D000982,D000982,0
D020228,D001252,3
D045506,D001252,2
D003879,D001252,1
D020228,D004643,3
D045506,D004643,2
D003879,D004643,1
D004643,D004643,0
D020228,D007641,3
D045506,D007641,2
D003879,D007641,1
D007641,D007641,0
D020228,D017319,3
D045506,D017319,2
D003879,D017319,1
D017319,D017319,0
D020228,D019141,2
D045506,D019141,1
D019141,D019141,0
D019141,D000996,1
D020228,D018927,3
D045506,D018927,2
D045506,D001993,3
D019141,D018927,1
D019141,D001993,2
D018927,D018927,0
D018927,D001993,1
D020228,D005100,3
D045506,D005100,2
D019141,D005100,1
D005100,D005100,0
D020228,D011663,3
D045506,D011663,2
D019141,D011663,1
D011663,D011663,0
D020228,D014663,3
D045506,D014663,2
D019141,D014663,1
D020228,D016085,3
D045506,D016085,2
D019141,D016085,1
D020228,D019440,2
D020228,D001067,3
D045506,D019440,1
D045506,D001067,2
D019440,D019440,0
D019440,D001067,1
D001067,D001067,0
D020228,D011838,2
D045506,D011838,1
D011838,D011838,0
D011838,D017319,1
D020228,D018758,2
D045506,D018758,1
D018758,D018758,0
D020228,D045504,1
D020228,D004791,2
D045504,D045504,0
D045504,D004791,1
D045504,D000067856,2
D004791,D004791,0
D004791,D000067856,1
D020228,D000067956,3
D045504,D000067956,2
D004791,D000067956,1
D000067956,D000067956,0
D020228,D047428,3
D020228,D000075242,4
D045504,D047428,2
D045504,D000075242,3
D004791,D047428,1
D004791,D000075242,2
D047428,D047428,0
D047428,D000075242,1
D000075242,D000075242,0
D045504,D000091203,3
D004791,D000091203,2
D047428,D000091203,1
D020228,D011480,3
D020228,D000806,4
D020228,D000075563,5
D045504,D011480,2
D045504,D000806,3
D045504,D000075563,4
D004791,D011480,1
D004791,D000806,2
D004791,D000075563,3
D011480,D011480,0
D011480,D000806,1
D011480,D000075563,2
D000806,D000806,0
D000806,D000075563,1
D000075563,D000075563,0
D045504,D000084762,3
D045504,D000085683,4
D004791,D000084762,2
D004791,D000085683,3
D011480,D000084762,1
D011480,D000085683,2
D045504,D000088802,4
D004791,D000088802,3
D011480,D000088802,2
D045504,D017320,4
D004791,D017320,3
D011480,D017320,2
D020228,D015842,4
D045504,D015842,3
D045504,D000091362,4
D004791,D015842,2
D004791,D000091362,3
D011480,D015842,1
D011480,D000091362,2
D015842,D015842,0
D015842,D000091362,1
D020228,D000991,5
D020228,D065427,6
D045504,D000991,4
D045504,D065427,5
D004791,D000991,3
D004791,D065427,4
D011480,D000991,2
D011480,D065427,3
D015842,D000991,1
D015842,D065427,2
D020228,D014361,5
D045504,D014361,4
D004791,D014361,3
D011480,D014361,2
D015842,D014361,1
D014361,D014361,0
D020228,D015853,4
D020228,D061945,5
D045504,D015853,3
D045504,D061945,4
D004791,D015853,2
D004791,D061945,3
D011480,D015853,1
D011480,D061945,2
D015853,D015853,0
D015853,D061945,1
D061945,D061945,0
D020228,D054873,4
D045504,D054873,3
D004791,D054873,2
D011480,D054873,1
D020228,D061965,4
D045504,D061965,3
D004791,D061965,2
D011480,D061965,1
D061965,D061965,0
D020228,D061988,4
D045504,D061988,3
D004791,D061988,2
D011480,D061988,1
D061988,D061988,0
D020228,D000081082,3
D045504,D000081082,2
D004791,D000081082,1
D000081082,D000081082,0
D020228,D000091062,3
D045504,D000091062,2
D004791,D000091062,1
D000091062,D000091062,0
D020228,D002257,3
D045504,D002257,2
D004791,D002257,1
D002257,D002257,0
D020228,D002800,3
D045504,D002800,2
D004791,D002800,1
D020228,D005493,3
D045504,D005493,2
D004791,D005493,1
D005493,D005493,0
D020228,D008996,3
D045504,D008996,2
D004791,D008996,1
D008996,D008996,0
D020228,D010726,3
D020228,D058986,4
D045504,D010726,2
D045504,D058986,3
D004791,D010726,1
D004791,D058986,2
D010726,D010726,0
D010726,D058986,1
D058986,D058986,0
D020228,D058987,4
D045504,D058987,3
D004791,D058987,2
D010726,D058987,1
D058987,D058987,0
D020228,D058988,4
D045504,D058988,3
D004791,D058988,2
D010726,D058988,1
D058988,D058988,0
D020228,D011500,3
D045504,D011500,2
D004791,D011500,1
D011500,D011500,0
D020228,D014475,3
D045504,D014475,2
D004791,D014475,1
D014475,D014475,0
D020228,D016859,3
D045504,D016859,2
D004791,D016859,1
D016859,D016859,0
D020228,D016861,3
D020228,D052246,4
D045504,D016861,2
D045504,D052246,3
D004791,D016861,1
D004791,D052246,2
D020228,D019384,3
D045504,D019384,2
D045504,D018894,3
D004791,D019384,1
D004791,D018894,2
D019384,D019384,0
D019384,D018894,1
D020228,D019161,3
D045504,D019161,2
D004791,D019161,1
D020228,D019429,3
D020228,D019428,4
D045504,D019429,2
D045504,D019428,3
D004791,D019429,1
D004791,D019428,2
D019429,D019429,0
D019429,D019428,1
D020228,D054328,3
D045504,D054328,2
D004791,D054328,1
D054328,D054328,0
D020228,D056572,3
D045504,D056572,2
D004791,D056572,1
D056572,D056572,0
D020228,D058892,3
D045504,D058892,2
D004791,D058892,1
D058892,D058892,0
D020228,D058946,3
D045504,D058946,2
D004791,D058946,1
D058946,D058946,0
D045504,D059003,2
D045504,D059004,3
D004791,D059003,1
D004791,D059004,2
D045504,D059005,3
D004791,D059005,2
D020228,D064800,3
D045504,D064800,2
D004791,D064800,1
D064800,D064800,0
D020228,D064801,3
D045504,D064801,2
D004791,D064801,1
D064801,D064801,0
D020228,D065086,3
D045504,D065086,2
D004791,D065086,1
D065086,D065086,0
D045504,D065089,2
D004791,D065089,1
D020228,D065093,3
D045504,D065093,2
D004791,D065093,1
D020228,D065095,3
D045504,D065095,2
D004791,D065095,1
D065095,D065095,0
D020228,D065098,3
D045504,D065098,2
D004791,D065098,1
D020228,D065105,3
D045504,D065105,2
D004791,D065105,1
D020228,D065108,3
D045504,D065108,2
D004791,D065108,1
D065108,D065108,0
D020228,D065607,3
D020228,D065609,4
D045504,D065607,2
D045504,D065609,3
D004791,D065607,1
D004791,D065609,2
D065607,D065607,0
D065607,D065609,1
D065609,D065609,0
D020228,D065686,4
D045504,D065686,3
D004791,D065686,2
D065607,D065686,1
D065686,D065686,0
D020228,D065687,4
D045504,D065687,3
D004791,D065687,2
D065607,D065687,1
D065687,D065687,0
D020228,D065688,4
D045504,D065688,3
D004791,D065688,2
D065607,D065688,1
D065688,D065688,0
D020228,D065689,4
D045504,D065689,3
D004791,D065689,2
D065607,D065689,1
D065689,D065689,0
D020228,D065690,4
D045504,D065690,3
D004791,D065690,2
D065607,D065690,1
D065690,D065690,0
D020228,D065691,4
D045504,D065691,3
D004791,D065691,2
D065607,D065691,1
D065691,D065691,0
D020228,D065692,4
D045504,D065692,3
D004791,D065692,2
D065607,D065692,1
D065692,D065692,0
D045504,D018377,1
D045504,D014179,2
D045504,D000068760,3
D045504,D017367,3
D045504,D018759,3
D045504,D018765,3
D045504,D058805,3
D045504,D000068796,2
D045504,D000081227,2
D045504,D018663,2
D045504,D000322,3
D045504,D000316,4
D045504,D058646,5
D045504,D058647,5
D045504,D000318,4
D045504,D058665,5
D045504,D058666,5
D045504,D058667,5
D045504,D018674,3
D045504,D000317,4
D045504,D058668,5
D045504,D058669,5
D045504,D000319,4
D045504,D058671,5
D045504,D058672,5
D045504,D058673,5
D045504,D018678,2
D045504,D002800,3
D045504,D002801,3
D045504,D018679,3
D045504,D018721,4
D045504,D018722,4
D045504,D018680,3
D045504,D018727,4
D045504,D018733,4
D045504,D065087,3
D045504,D018494,2
D045504,D006633,3
D045504,D006634,4
D045504,D039563,5
D045504,D006635,4
D045504,D054828,4
D045504,D017442,3
D045504,D018490,2
D045504,D012702,3
D045504,D058829,4
D045504,D058830,4
D045504,D058831,4
D045504,D058832,4
D045504,D017366,3
D045504,D058825,4
D045504,D058826,4
D045504,D058827,4
D045504,D058828,4
D045504,D015259,2
D045504,D018491,3
D045504,D018492,3
D045504,D065127,4
D045504,D018682,2
D045504,D018755,3
D045504,D058785,4
D045504,D058786,4
D045504,D018756,3
D045504,D058787,4
D045504,D058788,4
D045504,D018757,3
D045504,D018683,2
D045504,D018690,3
D045504,D018691,3
D045504,D018684,2
D045504,D058905,2
D045504,D058913,3
D045504,D058906,4
D045504,D058907,5
D045504,D058908,5
D045504,D058909,5
D045504,D058910,4
D045504,D058911,5
D045504,D058912,5
D045504,D058914,3
D045504,D058915,4
D045504,D058916,5
D045504,D058917,5
D045504,D058918,5
D045504,D058919,4
D045504,D058920,5
D045504,D058921,5
D045504,D064729,2
D020228,D049990,2
D045504,D049990,1
D049990,D049990,0
D049990,D014179,1
D049990,D000068760,2
D049990,D017367,2
D049990,D018759,2
D049990,D018765,2
D049990,D058805,2
D045504,D002120,2
D049990,D002120,1
D045504,D002121,2
D049990,D002121,1
D045504,D026902,2
D049990,D026902,1
D045504,D026941,2
D045504,D061567,3
D049990,D026941,1
D049990,D061567,2
D045504,D062646,3
D049990,D062646,2
D045504,D062686,3
D049990,D062686,2
